# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='incremental_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[incremental 1],current_acc_[incremental 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1]
480799,0.634165,0.635000,12.051954,553.876253,565.928207
480999,0.634126,0.560000,12.057425,554.158089,566.215513
481199,0.634105,0.595000,12.066115,554.451984,566.518099
481399,0.634109,0.640000,12.070349,554.735352,566.805702
481599,0.634085,0.590000,12.075277,555.044391,567.119668
481799,0.634136,0.730000,12.080652,555.360197,567.440849
481999,0.634152,0.665000,12.085557,555.651007,567.736564
482199,0.634144,0.620000,12.094010,555.950214,568.044224
482399,0.634189,0.720000,12.098301,556.238335,568.336636
482599,0.634192,0.640000,12.102717,556.518572,568.621290
482799,0.634258,0.760000,12.107320,556.798891,568.906211
482999,0.634282,0.680000,12.112231,557.083995,569.196227
483199,0.634298,0.665000,12.121718,557.378208,569.499926
483399,0.634275,0.590000,12.125955,557.660861,569.786816
483599,0.634296,0.675000,12.130546,557.953841,570.084387
483799,0.634317,0.675000,12.136300,558.294863,570.431163
483999,0.634333,0.665000,12.141783,558.620005,570.761788
484199,0.634365,0.695000,12.150944,558.906267,571.057212
484399,0.634399,0.700000,12.155362,559.199512,571.354874
484599,0.634423,0.680000,12.160791,559.512290,571.673081
484799,0.634423,0.635000,12.165939,559.806154,571.972093
484999,0.634439,0.665000,12.170974,560.105704,572.276677
485199,0.634494,0.740000,12.179293,560.392767,572.572060
485399,0.634504,0.655000,12.183446,560.674166,572.857612
485599,0.634523,0.670000,12.187882,560.960728,573.148610
485799,0.634557,0.700000,12.192623,561.248621,573.441244
485999,0.634606,0.730000,12.197670,561.532809,573.730479
486199,0.634627,0.675000,12.206842,561.843655,574.050497
486399,0.634664,0.705000,12.211222,562.138680,574.349902
486599,0.634684,0.675000,12.215979,562.433570,574.649549
486799,0.634666,0.600000,12.221601,562.772609,574.994209
486999,0.634661,0.625000,12.227219,563.080358,575.307577
487199,0.634638,0.590000,12.237808,563.411774,575.649582
487399,0.634628,0.615000,12.247154,563.900793,576.147947
487599,0.634574,0.530000,12.251802,564.206077,576.457879
487799,0.634572,0.630000,12.256574,564.498824,576.755398
487999,0.634544,0.580000,12.261781,564.788939,577.050720
488199,0.634518,0.585000,12.270294,565.082104,577.352397
488399,0.634480,0.560000,12.274529,565.365584,577.640114
488599,0.634483,0.640000,12.278972,565.649027,577.927999
488799,0.634424,0.520000,12.283849,565.948266,578.232115
488999,0.634406,0.600000,12.289689,566.274960,578.564650
489199,0.634388,0.600000,12.299087,566.563517,578.862603
489399,0.634376,0.610000,12.303343,566.849445,579.152788
489599,0.634340,0.565000,12.307788,567.131918,579.439706
489799,0.634315,0.585000,12.312489,567.415286,579.727775
489999,0.634292,0.590000,12.318692,567.761681,580.080373
490199,0.634280,0.610000,12.329372,568.072631,580.402003
490399,0.634242,0.560000,12.333928,568.375171,580.709100
490599,0.634224,0.600000,12.338662,568.677050,581.015712
490799,0.634243,0.670000,12.343867,568.987569,581.331436
490999,0.634248,0.645000,12.349190,569.300181,581.649371
491199,0.634243,0.625000,12.358096,569.590973,581.949069
491399,0.634244,0.635000,12.362412,569.885583,582.247995
491599,0.634213,0.575000,12.366956,570.179170,582.546126
491799,0.634232,0.670000,12.372194,570.482925,582.855119
491999,0.634212,0.595000,12.377995,570.804010,583.182005
492199,0.634204,0.620000,12.387554,571.108664,583.496218
492399,0.634197,0.620000,12.391682,571.385789,583.777471
492599,0.634167,0.575000,12.396320,571.677954,584.074274
492799,0.634173,0.645000,12.402047,572.008142,584.410189
492999,0.634178,0.645000,12.407184,572.300857,584.708041
493199,0.634156,0.590000,12.416732,572.586919,585.003651
493399,0.634151,0.625000,12.420997,572.869159,585.290156
493599,0.634159,0.650000,12.425288,573.146836,585.572124
493799,0.634159,0.635000,12.429964,573.430229,585.860193
493999,0.634140,0.595000,12.434898,573.714650,586.149548
494199,0.634137,0.630000,12.443739,573.992141,586.435880
494399,0.634108,0.575000,12.447932,574.270559,586.718491
494599,0.634095,0.610000,12.452405,574.553455,587.005861
494799,0.634075,0.595000,12.457590,574.864088,587.321678
494999,0.634048,0.580000,12.462735,575.220142,587.682877
495199,0.634033,0.605000,12.473269,575.568152,588.041421
495399,0.634059,0.685000,12.477492,575.852206,588.329698
495599,0.634032,0.580000,12.481939,576.137219,588.619158
495799,0.634020,0.610000,12.486793,576.432732,588.919525
495999,0.634005,0.605000,12.491765,576.717079,589.208845
496199,0.634026,0.675000,12.500776,577.007177,589.507953
496399,0.634046,0.675000,12.504953,577.290207,589.795160
496599,0.634062,0.665000,12.509458,577.578245,590.087702
496799,0.634050,0.610000,12.514041,577.858104,590.372145
496999,0.634053,0.640000,12.518823,578.135468,590.654291
497199,0.634058,0.645000,12.528392,578.424772,590.953164
497399,0.634071,0.660000,12.532572,578.706448,591.239020
497599,0.634019,0.530000,12.537148,578.993616,591.530764
497799,0.633994,0.585000,12.541819,579.281817,591.823636
497999,0.633985,0.615000,12.546699,579.570987,592.117686
498199,0.633978,0.620000,12.556147,579.857158,592.413305
498399,0.633978,0.635000,12.560406,580.142305,592.702711
498599,0.633981,0.640000,12.565060,580.439647,593.004707
498799,0.633979,0.630000,12.569776,580.717942,593.287718
498999,0.633980,0.635000,12.574736,580.997353,593.572090
499199,0.633975,0.625000,12.583808,581.278705,593.862514
499399,0.633961,0.605000,12.588119,581.559478,594.147598
499599,0.633896,0.505000,12.592573,581.840921,594.433494
499799,0.633899,0.640000,12.597480,582.134401,594.731881
499999,0.633868,0.570000,12.602592,582.428878,595.031470
