# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
100242,0.839506,0.840000,0.827160,0.830000,22.859174,0.034938,22.894112,19.731030,0.024774,19.755804
100243,0.840164,0.840000,0.827869,0.830000,22.859193,0.035047,22.894240,19.731194,0.024865,19.756059
100244,0.840816,0.845000,0.828571,0.835000,22.859212,0.035153,22.894365,19.731319,0.024953,19.756272
100245,0.841463,0.845000,0.829268,0.835000,22.859231,0.035259,22.894489,19.731458,0.025041,19.756499
100246,0.842105,0.845000,0.829960,0.835000,22.859249,0.035364,22.894613,19.731580,0.025130,19.756710
100247,0.842742,0.845000,0.830645,0.835000,22.859276,0.035675,22.894951,19.731755,0.025308,19.757063
100248,0.843373,0.845000,0.831325,0.835000,22.859297,0.035792,22.895089,19.731888,0.025398,19.757287
100249,0.844000,0.845000,0.832000,0.835000,22.859316,0.035900,22.895216,19.732023,0.025486,19.757509
100250,0.840637,0.840000,0.828685,0.830000,22.859334,0.036009,22.895343,19.732141,0.025574,19.757714
100251,0.841270,0.840000,0.829365,0.830000,22.859353,0.036114,22.895467,19.732316,0.025658,19.757974
100252,0.841897,0.840000,0.830040,0.830000,22.859371,0.036219,22.895590,19.732434,0.025744,19.758178
100253,0.842520,0.840000,0.830709,0.830000,22.859400,0.036497,22.895897,19.732643,0.025871,19.758514
100254,0.843137,0.845000,0.831373,0.835000,22.859422,0.036631,22.896053,19.732775,0.025968,19.758743
100255,0.839844,0.840000,0.828125,0.830000,22.859440,0.036743,22.896184,19.733976,0.026054,19.760030
100256,0.840467,0.840000,0.828794,0.830000,22.859458,0.036847,22.896305,19.734091,0.026136,19.760227
100257,0.841085,0.845000,0.829457,0.835000,22.859477,0.036949,22.896426,19.734222,0.026220,19.760442
100258,0.841699,0.845000,0.830116,0.835000,22.859495,0.037051,22.896545,19.734335,0.026303,19.760638
100259,0.838462,0.840000,0.826923,0.830000,22.859523,0.037259,22.896782,19.734518,0.026409,19.760927
100260,0.839080,0.840000,0.827586,0.830000,22.859543,0.037374,22.896917,19.734641,0.026498,19.761139
100261,0.839695,0.840000,0.828244,0.830000,22.859561,0.037480,22.897041,19.734779,0.026583,19.761362
100262,0.840304,0.840000,0.828897,0.830000,22.859579,0.037588,22.897167,19.734900,0.026668,19.761568
100263,0.840909,0.840000,0.829545,0.830000,22.859598,0.037723,22.897322,19.735048,0.026760,19.761808
100264,0.837736,0.835000,0.826415,0.825000,22.859617,0.037833,22.897450,19.735166,0.026845,19.762011
100265,0.838346,0.835000,0.827068,0.825000,22.859646,0.038080,22.897726,19.735339,0.026985,19.762325
100266,0.838951,0.835000,0.827715,0.825000,22.859667,0.038197,22.897864,19.735462,0.027072,19.762534
100267,0.839552,0.835000,0.828358,0.825000,22.859686,0.038301,22.897986,19.735630,0.027162,19.762792
100268,0.840149,0.835000,0.828996,0.825000,22.859704,0.038408,22.898112,19.735747,0.027246,19.762994
100269,0.840741,0.835000,0.829630,0.825000,22.859722,0.038512,22.898234,19.735900,0.027348,19.763248
100270,0.841328,0.835000,0.830258,0.825000,22.859743,0.038624,22.898367,19.736024,0.027438,19.763462
100271,0.841912,0.835000,0.830882,0.825000,22.859772,0.038879,22.898651,19.736242,0.027620,19.763862
100272,0.842491,0.835000,0.831502,0.825000,22.859792,0.038995,22.898787,19.736369,0.027710,19.764079
100273,0.843066,0.835000,0.832117,0.825000,22.859811,0.039101,22.898912,19.736504,0.027795,19.764299
100274,0.843636,0.835000,0.832727,0.825000,22.859829,0.039207,22.899036,19.736619,0.027878,19.764498
100275,0.844203,0.840000,0.833333,0.830000,22.859850,0.039360,22.899210,19.736782,0.027972,19.764754
100276,0.844765,0.840000,0.833935,0.830000,22.859869,0.039466,22.899335,19.736901,0.028058,19.764959
100277,0.845324,0.840000,0.834532,0.830000,22.859897,0.039674,22.899571,19.737061,0.028166,19.765226
100278,0.845878,0.840000,0.835125,0.830000,22.859938,0.039788,22.899726,19.737183,0.028252,19.765435
100279,0.846429,0.840000,0.835714,0.830000,22.859956,0.039894,22.899850,19.737328,0.028337,19.765665
100280,0.846975,0.840000,0.836299,0.830000,22.859974,0.039997,22.899971,19.737445,0.028419,19.765864
100281,0.847518,0.840000,0.836879,0.830000,22.859992,0.040098,22.900091,19.737619,0.028503,19.766121
100282,0.848057,0.845000,0.837456,0.835000,22.860012,0.040208,22.900220,19.737736,0.028587,19.766323
100283,0.848592,0.845000,0.838028,0.835000,22.860040,0.040456,22.900496,19.737962,0.028730,19.766692
100284,0.845614,0.840000,0.835088,0.835000,22.860059,0.040570,22.900629,19.738091,0.028817,19.766907
100285,0.846154,0.840000,0.835664,0.835000,22.860077,0.040676,22.900753,19.738223,0.028901,19.767123
100286,0.846690,0.840000,0.836237,0.835000,22.860096,0.040778,22.900873,19.738338,0.028985,19.767323
100287,0.847222,0.840000,0.836806,0.835000,22.860117,0.040882,22.900999,19.739581,0.029104,19.768685
100288,0.844291,0.835000,0.833910,0.830000,22.860136,0.040987,22.901123,19.739699,0.029189,19.768888
100289,0.844828,0.835000,0.834483,0.830000,22.860166,0.041223,22.901389,19.739876,0.029316,19.769192
100290,0.845361,0.840000,0.835052,0.835000,22.860189,0.041356,22.901544,19.740010,0.029413,19.769423
100291,0.845890,0.840000,0.835616,0.835000,22.860208,0.041474,22.901682,19.740175,0.029504,19.769678
100292,0.846416,0.845000,0.836177,0.840000,22.860230,0.041603,22.901833,19.740325,0.029636,19.769961
100293,0.843537,0.840000,0.836735,0.840000,22.860250,0.041716,22.901966,19.740472,0.029741,19.770212
100294,0.844068,0.840000,0.837288,0.840000,22.860270,0.041840,22.902110,19.740603,0.029856,19.770460
100295,0.844595,0.840000,0.837838,0.840000,22.860298,0.042081,22.902379,19.740782,0.029972,19.770754
100296,0.845118,0.840000,0.838384,0.840000,22.860318,0.042194,22.902513,19.740902,0.030059,19.770961
100297,0.845638,0.840000,0.838926,0.840000,22.860337,0.042300,22.902636,19.741036,0.030144,19.771180
100298,0.846154,0.840000,0.839465,0.840000,22.860355,0.042402,22.902757,19.741159,0.030226,19.771385
100299,0.843333,0.835000,0.836667,0.835000,22.860373,0.042505,22.902878,19.741321,0.030307,19.771628
100300,0.843854,0.835000,0.837209,0.835000,22.860391,0.042607,22.902998,19.741436,0.030390,19.771826
100301,0.844371,0.835000,0.837748,0.835000,22.860419,0.042874,22.903293,19.741594,0.030500,19.772094
100302,0.844884,0.835000,0.838284,0.835000,22.860439,0.042986,22.903425,19.741719,0.030587,19.772306
100303,0.845395,0.835000,0.838816,0.835000,22.860458,0.043091,22.903548,19.741863,0.030669,19.772532
100304,0.845902,0.835000,0.839344,0.835000,22.860476,0.043194,22.903670,19.741982,0.030751,19.772733
100305,0.846405,0.835000,0.839869,0.835000,22.860494,0.043297,22.903791,19.742113,0.030837,19.772950
100306,0.846906,0.835000,0.840391,0.835000,22.860512,0.043400,22.903912,19.742229,0.030921,19.773150
100307,0.844156,0.830000,0.837662,0.830000,22.860542,0.043644,22.904187,19.742442,0.031068,19.773511
100308,0.844660,0.835000,0.838188,0.835000,22.860565,0.043767,22.904332,19.742574,0.031165,19.773739
100309,0.845161,0.835000,0.838710,0.835000,22.860585,0.043878,22.904464,19.742715,0.031255,19.773970
100310,0.845659,0.835000,0.839228,0.835000,22.860605,0.043986,22.904591,19.742838,0.031346,19.774184
100311,0.846154,0.840000,0.839744,0.835000,22.860625,0.044092,22.904716,19.742991,0.031434,19.774425
100312,0.846645,0.840000,0.840256,0.835000,22.860644,0.044196,22.904840,19.743109,0.031521,19.774630
100313,0.847134,0.840000,0.840764,0.835000,22.860673,0.044409,22.905082,19.743276,0.031635,19.774911
100314,0.847619,0.840000,0.841270,0.835000,22.860708,0.044523,22.905231,19.743399,0.031722,19.775121
100315,0.844937,0.835000,0.838608,0.830000,22.860727,0.044628,22.905354,19.743659,0.031806,19.775465
100316,0.845426,0.835000,0.839117,0.830000,22.860746,0.044742,22.905487,19.743777,0.031891,19.775668
100317,0.845912,0.835000,0.839623,0.830000,22.860764,0.044844,22.905609,19.743908,0.031973,19.775881
100318,0.846395,0.835000,0.840125,0.830000,22.860782,0.044948,22.905730,19.744022,0.032056,19.776078
100319,0.846875,0.835000,0.840625,0.835000,22.860813,0.045188,22.906001,19.745507,0.032180,19.777688
100320,0.847352,0.835000,0.841121,0.835000,22.860836,0.045342,22.906178,19.745684,0.032305,19.777989
100321,0.847826,0.835000,0.841615,0.835000,22.860857,0.045463,22.906320,19.745831,0.032398,19.778229
100322,0.848297,0.835000,0.842105,0.835000,22.860877,0.045574,22.906451,19.745951,0.032485,19.778437
100323,0.848765,0.835000,0.842593,0.835000,22.860895,0.045682,22.906577,19.746110,0.032571,19.778681
100324,0.849231,0.835000,0.843077,0.835000,22.860914,0.045785,22.906698,19.746228,0.032654,19.778882
100325,0.849693,0.835000,0.843558,0.835000,22.860961,0.046045,22.907006,19.746432,0.032810,19.779242
100326,0.850153,0.835000,0.844037,0.835000,22.860982,0.046172,22.907154,19.746565,0.032906,19.779471
100327,0.850610,0.835000,0.844512,0.835000,22.861003,0.046316,22.907319,19.746726,0.033000,19.779726
100328,0.851064,0.835000,0.844985,0.835000,22.861023,0.046441,22.907463,19.746850,0.033094,19.779943
100329,0.848485,0.835000,0.842424,0.835000,22.861041,0.046547,22.907588,19.746989,0.033181,19.780170
100330,0.845921,0.830000,0.839879,0.830000,22.861060,0.046651,22.907711,19.747109,0.033269,19.780378
100331,0.843373,0.825000,0.837349,0.825000,22.861090,0.046895,22.907985,19.747325,0.033399,19.780724
100332,0.843844,0.825000,0.837838,0.825000,22.861110,0.047011,22.908121,19.747453,0.033490,19.780944
100333,0.841317,0.820000,0.835329,0.820000,22.861128,0.047119,22.908247,19.747584,0.033577,19.781161
100334,0.841791,0.825000,0.835821,0.825000,22.861147,0.047222,22.908368,19.747700,0.033662,19.781362
100335,0.842262,0.825000,0.836310,0.825000,22.861167,0.047326,22.908492,19.747842,0.033744,19.781586
100336,0.839763,0.820000,0.833828,0.820000,22.861185,0.047428,22.908613,19.747956,0.033826,19.781782
100337,0.840237,0.820000,0.834320,0.820000,22.861215,0.047687,22.908902,19.748125,0.033953,19.782078
100338,0.840708,0.820000,0.834808,0.820000,22.861236,0.047810,22.909046,19.748253,0.034046,19.782299
100339,0.841176,0.820000,0.835294,0.820000,22.861255,0.047925,22.909180,19.748419,0.034137,19.782556
100340,0.841642,0.820000,0.835777,0.820000,22.861274,0.048031,22.909304,19.748536,0.034223,19.782759
100341,0.842105,0.825000,0.836257,0.825000,22.861293,0.048135,22.909427,19.748729,0.034307,19.783037
100342,0.842566,0.825000,0.836735,0.825000,22.861311,0.048244,22.909555,19.748868,0.034396,19.783265
100343,0.843023,0.825000,0.837209,0.825000,22.861341,0.048480,22.909821,19.749052,0.034533,19.783585
100344,0.840580,0.820000,0.834783,0.820000,22.861379,0.048608,22.909986,19.749193,0.034630,19.783823
100345,0.841040,0.825000,0.835260,0.825000,22.861398,0.048716,22.910114,19.749329,0.034718,19.784047
100346,0.841499,0.825000,0.835735,0.825000,22.861420,0.048839,22.910259,19.749455,0.034820,19.784275
100347,0.841954,0.825000,0.836207,0.825000,22.861439,0.048949,22.910388,19.749652,0.034905,19.784557
100348,0.842407,0.825000,0.836676,0.830000,22.861458,0.049053,22.910511,19.749770,0.034989,19.784759
100349,0.840000,0.820000,0.834286,0.825000,22.861487,0.049265,22.910752,19.749936,0.035102,19.785038
100350,0.840456,0.820000,0.834758,0.825000,22.861509,0.049390,22.910898,19.750071,0.035199,19.785270
100351,0.840909,0.825000,0.835227,0.830000,22.861528,0.049525,22.911053,19.751425,0.035291,19.786716
100352,0.841360,0.825000,0.835694,0.830000,22.861548,0.049633,22.911181,19.751550,0.035382,19.786932
100353,0.841808,0.825000,0.836158,0.830000,22.861568,0.049739,22.911307,19.751683,0.035467,19.787150
100354,0.842254,0.825000,0.836620,0.830000,22.861587,0.049844,22.911431,19.751802,0.035551,19.787353
100355,0.842697,0.830000,0.837079,0.835000,22.861620,0.050080,22.911700,19.752048,0.035699,19.787746
100356,0.843137,0.830000,0.837535,0.835000,22.861643,0.050235,22.911879,19.752184,0.035812,19.787996
100357,0.843575,0.835000,0.837989,0.840000,22.861666,0.050349,22.912015,19.752356,0.035945,19.788301
100358,0.844011,0.840000,0.838440,0.845000,22.861687,0.050483,22.912170,19.752511,0.036055,19.788567
100359,0.844444,0.840000,0.838889,0.845000,22.861708,0.050602,22.912309,19.752671,0.036146,19.788816
100360,0.844875,0.845000,0.839335,0.850000,22.861728,0.050711,22.912438,19.752792,0.036235,19.789026
100361,0.845304,0.845000,0.839779,0.850000,22.861758,0.050942,22.912700,19.752956,0.036352,19.789308
100362,0.845730,0.845000,0.840220,0.850000,22.861780,0.051054,22.912834,19.753077,0.036438,19.789515
100363,0.846154,0.845000,0.840659,0.850000,22.861799,0.051159,22.912958,19.753243,0.036524,19.789767
100364,0.846575,0.845000,0.841096,0.850000,22.861818,0.051261,22.913079,19.753361,0.036606,19.789968
100365,0.846995,0.845000,0.841530,0.850000,22.861836,0.051364,22.913200,19.753492,0.036695,19.790187
100366,0.847411,0.845000,0.841962,0.850000,22.861854,0.051467,22.913321,19.753606,0.036779,19.790385
100367,0.847826,0.845000,0.842391,0.850000,22.861884,0.051685,22.913569,19.753781,0.036888,19.790669
100368,0.848238,0.850000,0.842818,0.855000,22.861905,0.051797,22.913702,19.753901,0.036974,19.790875
100369,0.848649,0.850000,0.843243,0.855000,22.861923,0.051901,22.913824,19.754033,0.037057,19.791091
100370,0.849057,0.850000,0.843666,0.855000,22.861941,0.052004,22.913945,19.754172,0.037140,19.791311
100371,0.849462,0.855000,0.844086,0.860000,22.861962,0.052122,22.914084,19.754331,0.037231,19.791562
100372,0.849866,0.860000,0.844504,0.865000,22.861981,0.052226,22.914207,19.754451,0.037315,19.791767
100373,0.850267,0.860000,0.844920,0.865000,22.862011,0.052455,22.914466,19.754626,0.037439,19.792065
100374,0.850667,0.860000,0.845333,0.865000,22.862034,0.052611,22.914645,19.754776,0.037552,19.792328
100375,0.848404,0.855000,0.843085,0.860000,22.862054,0.052724,22.914778,19.754925,0.037638,19.792562
100376,0.848806,0.855000,0.840849,0.855000,22.862074,0.052829,22.914903,19.755045,0.037722,19.792767
100377,0.849206,0.855000,0.841270,0.855000,22.862093,0.052934,22.915027,19.755176,0.037805,19.792981
100378,0.849604,0.855000,0.841689,0.855000,22.862113,0.053038,22.915151,19.755293,0.037888,19.793181
100379,0.850000,0.855000,0.842105,0.855000,22.862143,0.053255,22.915398,19.755499,0.037998,19.793497
100380,0.850394,0.855000,0.842520,0.855000,22.862164,0.053369,22.915533,19.755650,0.038086,19.793736
100381,0.850785,0.855000,0.842932,0.855000,22.862182,0.053477,22.915659,19.755788,0.038169,19.793957
100382,0.851175,0.855000,0.843342,0.855000,22.862202,0.053583,22.915784,19.755906,0.038255,19.794161
100383,0.851562,0.855000,0.843750,0.855000,22.862220,0.053686,22.915906,19.757133,0.038342,19.795475
100384,0.851948,0.855000,0.844156,0.855000,22.862239,0.053792,22.916030,19.757250,0.038427,19.795677
100385,0.852332,0.855000,0.844560,0.855000,22.862270,0.054036,22.916306,19.757436,0.038579,19.796015
100386,0.852713,0.855000,0.844961,0.855000,22.862291,0.054156,22.916446,19.757562,0.038669,19.796231
100387,0.853093,0.855000,0.845361,0.855000,22.862310,0.054264,22.916574,19.757720,0.038757,19.796478
100388,0.853470,0.855000,0.845758,0.855000,22.862329,0.054371,22.916699,19.757836,0.038844,19.796680
100389,0.853846,0.855000,0.846154,0.855000,22.862347,0.054486,22.916833,19.757968,0.038929,19.796897
100390,0.854220,0.860000,0.846547,0.860000,22.862366,0.054590,22.916956,19.758084,0.039012,19.797096
100391,0.852041,0.860000,0.844388,0.860000,22.862398,0.054817,22.917215,19.758286,0.039153,19.797439
100392,0.852417,0.860000,0.844784,0.860000,22.862421,0.054932,22.917353,19.758415,0.039241,19.797656
100393,0.852792,0.860000,0.845178,0.860000,22.862441,0.055039,22.917480,19.758555,0.039328,19.797883
100394,0.853165,0.860000,0.845570,0.860000,22.862464,0.055147,22.917611,19.758674,0.039415,19.798089
100395,0.853535,0.860000,0.845960,0.860000,22.862483,0.055254,22.917737,19.758839,0.039501,19.798340
100396,0.853904,0.860000,0.846348,0.860000,22.862503,0.055360,22.917863,19.758957,0.039586,19.798543
100397,0.854271,0.865000,0.846734,0.865000,22.862534,0.055578,22.918112,19.759132,0.039699,19.798831
100398,0.854637,0.865000,0.847118,0.865000,22.862555,0.055692,22.918246,19.759255,0.039785,19.799041
100399,0.852500,0.860000,0.845000,0.860000,22.862574,0.055797,22.918371,19.759405,0.039869,19.799274
100400,0.852868,0.860000,0.845387,0.860000,22.862594,0.055900,22.918494,19.759523,0.039953,19.799476
100401,0.853234,0.860000,0.845771,0.860000,22.862613,0.056003,22.918616,19.759659,0.040038,19.799697
100402,0.853598,0.865000,0.846154,0.865000,22.862632,0.056108,22.918740,19.759776,0.040121,19.799897
100403,0.853960,0.865000,0.846535,0.865000,22.862663,0.056375,22.919037,19.759981,0.040254,19.800236
100404,0.854321,0.865000,0.846914,0.865000,22.862684,0.056489,22.919174,19.760105,0.040342,19.800448
100405,0.854680,0.865000,0.847291,0.865000,22.862706,0.056596,22.919302,19.760240,0.040428,19.800668
100406,0.855037,0.865000,0.847666,0.865000,22.862729,0.056700,22.919429,19.760358,0.040514,19.800872
100407,0.855392,0.865000,0.848039,0.865000,22.862747,0.056808,22.919555,19.760501,0.040600,19.801101
100408,0.855746,0.870000,0.848411,0.870000,22.862766,0.056911,22.919677,19.760617,0.040683,19.801300
100409,0.856098,0.870000,0.848780,0.870000,22.862796,0.057130,22.919926,19.760778,0.040792,19.801570
100410,0.856448,0.870000,0.849148,0.870000,22.862817,0.057241,22.920058,19.760898,0.040879,19.801777
100411,0.856796,0.870000,0.849515,0.870000,22.862838,0.057359,22.920197,19.761093,0.040970,19.802063
100412,0.857143,0.875000,0.849879,0.875000,22.862857,0.057466,22.920323,19.761212,0.041054,19.802266
100413,0.857488,0.875000,0.850242,0.875000,22.862876,0.057569,22.920445,19.761345,0.041138,19.802483
100414,0.855422,0.870000,0.848193,0.870000,22.862895,0.057672,22.920567,19.761461,0.041221,19.802682
100415,0.855769,0.870000,0.848558,0.870000,22.862927,0.057884,22.920811,19.762863,0.041331,19.804194
100416,0.856115,0.870000,0.848921,0.870000,22.862950,0.057999,22.920949,19.762988,0.041424,19.804412
100417,0.854067,0.865000,0.846890,0.865000,22.862969,0.058104,22.921072,19.763121,0.041508,19.804629
100418,0.854415,0.865000,0.847255,0.865000,22.862988,0.058206,22.921194,19.763236,0.041592,19.804828
100419,0.854762,0.865000,0.847619,0.865000,22.863007,0.058308,22.921315,19.763389,0.041674,19.805063
100420,0.855107,0.865000,0.847981,0.865000,22.863026,0.058409,22.921435,19.763504,0.041758,19.805262
100421,0.855450,0.865000,0.848341,0.865000,22.863059,0.058643,22.921702,19.763685,0.041907,19.805592
100422,0.855792,0.865000,0.848700,0.865000,22.863080,0.058759,22.921839,19.763806,0.041994,19.805800
100423,0.856132,0.865000,0.849057,0.865000,22.863099,0.058867,22.921966,19.763962,0.042079,19.806041
100424,0.856471,0.865000,0.849412,0.865000,22.863119,0.058972,22.922091,19.764079,0.042164,19.806243
100425,0.856808,0.870000,0.849765,0.870000,22.863138,0.059076,22.922214,19.764211,0.042249,19.806460
100426,0.857143,0.870000,0.850117,0.870000,22.863158,0.059180,22.922338,19.764326,0.042333,19.806659
100427,0.857477,0.870000,0.850467,0.870000,22.863189,0.059411,22.922600,19.764542,0.042461,19.807003
100428,0.857809,0.875000,0.850816,0.875000,22.863230,0.059544,22.922774,19.764677,0.042561,19.807239
100429,0.858140,0.875000,0.851163,0.875000,22.863251,0.059655,22.922906,19.764810,0.042644,19.807454
100430,0.858469,0.875000,0.851508,0.875000,22.863271,0.059758,22.923029,19.764925,0.042727,19.807652
100431,0.858796,0.875000,0.851852,0.875000,22.863290,0.059862,22.923152,19.765067,0.042810,19.807878
100432,0.856813,0.870000,0.849885,0.870000,22.863311,0.059966,22.923276,19.765183,0.042893,19.808076
100433,0.857143,0.870000,0.850230,0.870000,22.863341,0.060176,22.923516,19.765349,0.043004,19.808352
100434,0.857471,0.875000,0.850575,0.875000,22.863381,0.060298,22.923678,19.765518,0.043118,19.808636
100435,0.857798,0.880000,0.850917,0.880000,22.863404,0.060412,22.923815,19.765689,0.043211,19.808900
100436,0.858124,0.880000,0.851259,0.880000,22.863425,0.060520,22.923945,19.765853,0.043300,19.809153
100437,0.858447,0.880000,0.851598,0.880000,22.863447,0.060633,22.924080,19.766001,0.043392,19.809392
100438,0.858770,0.880000,0.851936,0.880000,22.863468,0.060742,22.924209,19.766128,0.043482,19.809609
